profile,requested_blocks_per_seed,snr_db,checkpoint_idx,blocks_per_seed,pooled_blocks,mode_id,modulation,pooled_ber,pooled_se,ci95_low,ci95_high,overlaps_ber_target,z_ab
deep,70000,28.25,1,5000,10000,1,QPSK,0.00084423828125,0.00013422258097458973,0.0005811620225398042,0.0011073145399601958,False,0.7947337264959946
deep,70000,28.25,1,5000,10000,2,16QAM,0.0030691243489583335,0.00022678838639903623,0.0026246191116162223,0.0035136295863004447,False,0.6261526382299918
deep,70000,28.25,1,5000,10000,3,64QAM,0.009839322916666667,0.000363027988844297,0.009127788058531846,0.010550857774801489,True,0.07693153135720496
deep,70000,28.25,2,10000,20000,0,BPSK,0.0004925455729166666,6.893507482854465e-05,0.0003574328262527191,0.0006276583195806142,False,0.3999565618666004
deep,70000,28.25,2,10000,20000,1,QPSK,0.0009026041666666667,9.585399097899513e-05,0.0007147303443478363,0.001090477988985497,False,0.7494905531886834
deep,70000,28.25,2,10000,20000,2,16QAM,0.003159505208333333,0.00016472038278990617,0.002836653258065117,0.003482357158601549,False,0.7134991575993505
deep,70000,28.25,2,10000,20000,3,64QAM,0.00977705078125,0.00026007761337409863,0.009267298659036766,0.010286802903463232,True,0.48007414842582646
deep,70000,28.25,3,15000,30000,0,BPSK,0.00046688368055555556,5.522395649291085e-05,0.0003586447258294503,0.0005751226352816608,False,0.22791932096298925
deep,70000,28.25,3,15000,30000,1,QPSK,0.0008553927951388889,7.650013165147588e-05,0.0007054525371019962,0.0010053330531757817,False,0.03134587472383697
deep,70000,28.25,3,15000,30000,2,16QAM,0.0030565104166666666,0.00013137797216328096,0.002799009591226636,0.003314011242106697,False,0.04848036259917849
deep,70000,28.25,3,15000,30000,3,64QAM,0.009659642650462963,0.00020923800434953225,0.009249536161937879,0.010069749138988046,True,0.008608308342913304
deep,70000,28.25,4,20000,40000,0,BPSK,0.00043722330729166665,4.544389571265404e-05,0.0003481532716948647,0.0005262933428884685,False,0.23458995304277502
deep,70000,28.25,4,20000,40000,1,QPSK,0.0008313720703125,6.356455733920212e-05,0.0007067855379276638,0.0009559586026973362,False,0.2674466545861116
deep,70000,28.25,4,20000,40000,2,16QAM,0.0030560791015625,0.00011263285214940397,0.0028353187113496683,0.0032768394917753315,False,0.4681202802534791
deep,70000,28.25,4,20000,40000,3,64QAM,0.009668153211805556,0.00018114053228646652,0.009313117768524082,0.01002318865508703,True,0.5560961470499788
deep,70000,28.25,5,25000,50000,0,BPSK,0.00041731770833333334,3.9737194590698165e-05,0.00033943280693556494,0.0004952026097311017,False,0.46988041544657827
deep,70000,28.25,5,25000,50000,1,QPSK,0.0007970377604166667,5.558692319948806e-05,0.0006880873909456701,0.0009059881298876633,False,0.011829140213580294
deep,70000,28.25,5,25000,50000,2,16QAM,0.002955859375,9.875184559412744e-05,0.0027623057576355104,0.00314941299236449,False,0.13330316123383287
deep,70000,28.25,5,25000,50000,3,64QAM,0.009496592881944444,0.00015961399090739145,0.009183749459765958,0.009809436304122931,False,0.12421338233842102
deep,70000,28.25,6,30000,60000,0,BPSK,0.00040980902777777776,3.576406561549929e-05,0.0003397114591713992,0.00047990659638415636,False,0.7414984084602272
deep,70000,28.25,6,30000,60000,1,QPSK,0.0007888075086805556,5.0152056583113686e-05,0.0006905094777776527,0.0008871055395834584,False,0.23982865591354005
deep,70000,28.25,6,30000,60000,2,16QAM,0.0029449896918402776,8.980420689763391e-05,0.002768973446320915,0.00312100593735964,False,0.015072933672407139
